Image,Object type,Museum number,Title,Denomination,Escapement,Description,Producer name,School/style,State,Authority,Ethnic name (made by),Ethnic name (assoc),Culture,Production date,Production place,Find spot,Materials,Ware,Type series,Technique,Dimensions,Inscription,Curators Comments,Bib references,Location,Exhibition history,Condition,Subjects,Assoc name,Assoc place,Assoc events,Assoc titles,Acq name (acq),Acq name (finding),Acq name (excavator),Acq name (previous),Acq date,Acq notes (acq),Acq notes (exc),Dept,BM/Big number,Reg number,Add ids,Cat no,Banknote serial number,Joined objects
https://media.britishmuseum.org/media/Repository/Documents/2025_11/19_16/153be106_00ef_4dda_946b_b39a010ea419/preview_1956_1210_2___1_.jpg,figure (object name),"No: Optional[1956,1210.2]",,,,"A figure of the Bodhisattva Avalokiteśvara, seated in padmasana. Made of gilded bronze set with turquoise, lapis lazuli and glass.; ",,,,,,,,17thC,,Found/Acquired: Nepal,bronze; lapis lazuli; turquoise; glass; gold,,,gilded; inlaid; cast,"13.00 centimetres;  9.00 centimetres;  6.00 centimetres; ",,"Identified by von Schroeder as Sadaksari (a form of Avalokitesvara incarnated in the Dalai Lamas [Liebert 1976, 243]) and dated by him to the 14th century.",,Not on display,,,bodhisattva,Representation of: Avalokiteśvara/Guanyin/Kannon,,,,Donated by: D R Hay-Neave,,,Donated by: D R Hay-Neave,1956,,,Asia,,"1956,1210.2",,,
https://media.britishmuseum.org/media/Repository/Documents/2025_11/19_19/14d96edb_d5f0_4c44_bb8f_b39a01411d5e/preview_1928_0714_a.jpg,figure (object name),"No: Optional[1928,0714.1.a]",,,,"Figure (lion). Made of bronze.; ",,,,,,,,19thC,,Found/Acquired: Nepal (?),bronze,,,,"13.00 inches; ",,Similar pair of lions passed through Sotheby's New York in 1997; they were dated samvat 935/AD 1815.,,Not on display,,,animal,,,,,,,,,1928,"From a pair of bronze lions donated to the British Museum recorded as from ‘Lhasa, Tibet. From the 1st Younghusband Expedition’ in July 1928. (see 1928,0714.1a-1b). They were therefore obtained during the British military invasion of Tibet (1903-1904), led by Francis Younghusband.",,Asia,,"1928,0714.1.a",,,
"",figure (object name),"No: Optional[1893,0320.171]",,,,"Figure. Bronze deity in the Hindu style on a lotus pedestal raised between two others from which all the figures are lost. Flower stems rise to each shoulder; behind, an arch surrounded by a canopy stand with numerous steps.; ",,,,,,,,,,Found/Acquired: Tibet (?);  Found/Acquired: Nepal (?),bronze,,,,"26.00 centimetres;  9.00 centimetres;  9.00 centimetres; ",,"Register says:
Bronze standing figure of a Bodhisattva with elaborate jewels and tiara on a lotus pedestal, flowers growing out of feet and hands (Padmapani). Screen at back edged with flame, and crowned with a hti; pedestal in many steps around the lotus throne. Figure and screen both detachable.
(From a collection from North China by W. Von Brandt of Pekin, but Burmese or Jinghalese in style.)
Purchased from Messrs S Bleichroder 63 behrenstraße Berlin 1893",,Not on display,,,lotus throne; lotus; deity,,,,,Purchased from: Max von Brandt;  Purchased through: Dr Adolf Bastian;  Purchased through: Messrs S Bleichröder,,,Purchased from: Max von Brandt;  Purchased through: Dr Adolf Bastian;  Purchased through: Messrs S Bleichröder,1893,,,Asia,,"1893,0320.171",,,
https://media.britishmuseum.org/media/Repository/Documents/2018_5/4_12/7d3850f5_8d20_460d_a3ef_a8d600c9783f/preview_RRI10182.jpg,figure (object name),"No: Optional[1965,1215.1]",,,,"Figure. Standing figure of Viṣṇu with four arms, cast in a copper alloy and gilded; inset with rubies and turquoise.; ",,,,,,,,13thC-14thC,,Found/Acquired: Nepal,copper; bronze; gold,,,gilded,"8.00 inches; ",,,,"On display (Gallery 33, Display Case 58b, Section 1)",,,buddha,Representation of: Viṣṇu,,,,Purchased from: Spink & Son Ltd,Funded by: Brooke Sewell Permanent Fund,,Purchased from: Spink & Son Ltd,1965,,,Asia,,"1965,1215.1",,,
https://media.britishmuseum.org/media/Repository/Documents/2014_10/12_20/5f5cd974_8c25_4613_803f_a3c201514692/preview_00760299_001.jpg,figure (object name),"No: Optional[1893,0320.87]",,,,"Figure of a fierce god (Teh-ku-pu). Six-armed, holding weapons and trampling on two elephant-headed figures. Made of copper.; ",,,,,,,,,,Found/Acquired: Tibet (?);  Found/Acquired: Nepal (?),copper,,,,"50.00 centimetres;  35.50 centimetres;  22.50 centimetres; ",,,,Not on display,,,deity; arms/armour,Representation of: Teh-ku-pu,,,,Purchased from: Max von Brandt;  Purchased through: Dr Adolf Bastian;  Purchased through: Messrs S Bleichröder,,,Purchased from: Max von Brandt;  Purchased through: Dr Adolf Bastian;  Purchased through: Messrs S Bleichröder,1893,,,Asia,,"1893,0320.87",,,
https://media.britishmuseum.org/media/Repository/Documents/2018_8/20_8/a87db54b_baaf_47b5_ac08_a942008fb3a8/preview_RRI5051_front.jpg,figure (object name),"No: Optional[1893,0410.4]",,,,"Figure (couple.in coitus). Made of gilded and stones (semi-precious) inset bronze.; ",,,,,,,,18thC-19thC,,Found/Acquired: Nepal,bronze; stone; gold,,,gilded; inlaid,"21.00 centimetres;  13.00 centimetres;  15.50 centimetres; ",,,,Not on display,"Exhibited:
Sep 2020 - Jan 2021, BM, Room 35, ""Tantra: enlightenment to revolution""
Asian Art Diploma Course Exhibition Project
'Sangam' 28th Nov 2002-Apr 2003 (approx).",,,,,,,From: William M Laffan,,,From: William M Laffan,1893,,,Asia,,"1893,0410.4",,,
https://media.britishmuseum.org/media/Repository/Documents/2014_10/14_16/b51348fc_c0c5_48b4_970a_a3c401140244/preview_00877572_001.jpg,figure (object name),"No: Optional[1992,1214.29]",,,,"Figure. Made of gilded bronze. Sitting in vajrasana on double lotus base. Right hand in bhumisparsamudra, left in dhyanamudra. Diamond set in vajra, turquoise in forehead.; ",,,,,,,,16thC,,Found/Acquired: Nepal,bronze; gold; diamond; turquoise,,,gilded,"16.50 centimetres;  11.50 centimetres;  8.50 centimetres; ",,,,Not on display,,,vajra; buddha,Associated with: Akṣhobhya (阿芻婆),,,,Donated by: Johannes Nikolaus Schmitt;  Donated by: Mareta Meade,,,Donated by: Johannes Nikolaus Schmitt;  Donated by: Mareta Meade,1992,,,Asia,,"1992,1214.29",,,
https://media.britishmuseum.org/media/Repository/Documents/2014_10/5_2/ac3c003c_2ede_4690_85bc_a3bb0023763b/preview_00288548_001.jpg,figure (object name),"No: Optional[1975,0506.1]",,,,"Buddha. Figure of the Buddha seated in bhūmisparśamudrā on a lotus with a moulded architectural base; tall narrow halo surmounted by a finial; cast in a copper-alloy; crimped metal foot plate.; ",,,,,,,,12thC,Made in: Nepal,,copper alloy,,,cast,"14.20 centimetres;  8.00 centimetres;  5.50 centimetres; ",,,,Not on display,,,,,,,,,,,,,"Entered department 6/5/75; source uncertain, perhaps via Douglas Barrett.",,Asia,,"1975,0506.1",,,
https://media.britishmuseum.org/media/Repository/Documents/2014_10/5_5/47d3cf10_df1d_42cd_984c_a3bb005c4b1d/preview_00304608_001.jpg,figure (object name),"No: Optional[1952,0407.1]",,,,"Figure (Bodhisattva). Made of gilded copper.; ",,,,,,,,15thC-16thC,,Found/Acquired: Nepal,copper; gold,,,gilded,"38.00 centimetres;  11.60 centimetres;  11.60 centimetres; ",,,,"On display (Gallery 33, Display Case 58b, Section 2)",,,bodhisattva,,,,,Purchased from: Spink & Son Ltd,,,Purchased from: Spink & Son Ltd,1952,,,Asia,,"1952,0407.1",,,
https://media.britishmuseum.org/media/Repository/Documents/2014_10/5_5/8e316356_69f9_4e1e_9123_a3bb005c5303/preview_00304611_001.jpg,figure (object name),"No: Optional[1921,0219.1]",,,,"Two-armed Samvara (or Cakrasamvara)  (yi-dam) and Vajravarahi (in yab-yum on a lotus base) cast in a copper gilt set with coloured stones; under their feet the subjugated Hindu deities Kalaratri and Bhairava.; ",,,,,,,,16thC,Made in: Nepal,Found/Acquired: Nepal,copper; gold; stone,,,cast; gilded,"27.00 centimetres; ",,"For a two-armed Cakrasamvara in a 12th-13th century thangka, see Piotrovsky, Mikail Borisovich ed., Lost Empire of the Silk Road: Buddhist Art from Khara Khoto X-XIIIth Century (Milan: Electa & Thyssen-Bornemisza Foundation, 1993): p. 160, plate 27.; Zwalf 1985
A form of Samvara with one head and two arms is shown here in a vigorous posture, striding to the right and embracing his female partner. Both tread on Hindu gods, Bhairava, a form of Śiva, apparently holding a skull-cup, and his consort, Kālarātrī, with ritual knife and skull-cup; her emaciation, as goddess of death, is apparent from her pendulous breasts and angular arms and legs. Samvara holds his ‘vajra’ and ‘ghaṇṭā’ behind his consort's back, while she, one leg thrown over his left thigh above his lower garland of severed heads, holds a skull-cup and a broken ritual knife surmounted with the ‘vajra’ final.",Zwalf & Oddy 1981 / Aspect of Tibetan Metallurgy; Zwalf 1985 / Buddhism: Art and Faith,"On display (Gallery 33, Display Case 58b, Section 3)","Exhibited:
Buddhism: Art and Faith (BM 1985)",,buddha (Dhyani); yi-dam,Representation of: Samvara;  Representation of: Vajravarahi;  Representation of: Śiva (Shiva);  Representation of: Kalaratri,,,,Donated by: Louis King,,,Donated by: Louis King,1921,"1921,0219.1 to 18 are recorded as ""Lamaistic objects given by Louis King, HBM Consular Service, China: objects from Tachien-Lu.""",,Asia,,"1921,0219.1",,,
https://media.britishmuseum.org/media/Repository/Documents/2026_7/13_13/a6e0dc83_2d29_4409_b964_b48600e087b8/preview_2014_3025_12___1_.jpg,figure (object name),"No: Optional[2014,3025.12]",,,,"Small copper alloy image of Annapurna.  She is depicted seated on a throne and with her ladle held in her hands.  The image is set on a rectangular base with an elementary throneback and a circular and beaded nimbus, perhaps indicative of a Nepalese origin.  She does though wear a crown with a feather stuck in the front, in a Bengali manner.; ",,,,,,,,18thC-19thC,"Made in: Nepal (?);  Made in: Bengal (historic) (northern, perhaps?)",,copper alloy,,,cast,"8.50 centimetres including base and nimbus ;  4.60 centimetres; ",,,Blurton 2015 / Faith of a minority,Not on display,,Sound,hindu deity,Representation of: Annapurna,,,,Bequeathed by: Dr Alan Taylor,,,Bequeathed by: Dr Alan Taylor,2014,,,Asia,,"2014,3025.12",,,
https://media.britishmuseum.org/media/Repository/Documents/2014_10/5_3/2a5d63ef_bea8_43af_b9a5_a3bb0032aaf3/preview_00292754_001.jpg,figure (object name),"No: Optional[2001,1017.1]",,,,"Padmasambhava. Seated figure of Padmasambhava (Guru Rinpoche) in lalitasana, holding a vajra and kapala; cast in bronze.; ",,,,,,,,16thC (circa),,,bronze,,,,"15.00 centimetres;  13.50 centimetres;  10.50 centimetres; ",,"Padmasambhava, also known as Guru Rinpoche
or Padum, is an Indian tantric Buddhist master.
He is said to have established Buddhism in Tibet
in the AD 700s. In his left hand he holds a kapala
(skull-cup) filled with the vase of longevity, which
contains ‘the nectar of deathless wisdom’.; Similar piece in Chandra L. Reedy, Himalayan Bronzes (London, 1997): 254 (no. U318).",,"On display (Room 2, Collecting the World, The Changing Continuity section, Wall Press 55)","Exhibited:
2012 Sep – 2013 Apr, BM G91, ‘Ritual and revelry: the art  of drinking in Asia'
2014 Oct 14 - London, BM, G2, 'Collecting the World'",,,Representation of: Padmasambhava,Associated with: Nepal,,,Purchased from: Richard Willsher,Funded by: Brooke Sewell Permanent Fund,,Purchased from: Richard Willsher,2001,"Purchased from R. Willsher, Dorset, who bought the piece at auction from Bonham's, Chelsea on Dec. 6, 2000. The piece came from a collection in East Anglia that had been put together shortly after the Second World War.",,Asia,,"2001,1017.1",,,
https://media.britishmuseum.org/media/Repository/Documents/2014_10/4_18/dbd975c9_5e88_46b9_8a22_a3ba0132ee36/preview_00250705_001.jpg,figure (object name),"No: Optional[1990,0409.1]",,,,"Figure. Fierce deity striding to his right on recumbent figures and holding a vajra in his raised right hand and a garuda in his left. Probably gSang-ba'i bDag-po, A Bongpo form of Vajrapāṇi. Made of brass, with red pigment in the headdress. Partly repoussé and partly cast.; ",,,,,,,,17thC-20thC (circa),,Found/Acquired: Darjeeling District;  Found/Acquired: Nepal,brass,,,cast; repoussé,"15.10 centimetres;  15.30 centimetres;  11.50 centimetres;  4.80 centimetres; ",,,"Willis 1999 / Tibet: Life, Myth and Art",Not on display,,,bodhisattva; vajra; deity,Representation of: Vajrapāṇi,,,,,Funded by: Brooke Sewell Permanent Fund,,,1990,"1). Purchased from Galerie Saundarya Lahari, Nieuwe Looierstraat 23, 1017 VA Amserdam, The Netherlands. 2). Obtained in  in Darjeeling about 1922 (cf. van Manen in curatorial note)",,Asia,,"1990,0409.1",,,
https://media.britishmuseum.org/media/Repository/Documents/2014_11/12_20/f0ef5eb7_ab05_4f18_b1ba_a3e1014f3e27/preview_00128618_001.jpg,figure (object name),"No: Optional[1956,1210.7]",,,,"Figure of Laksminarayan, the conjoined male (Vishnu) and female (Lakshmi) form of the deity; cf. the Saiva, Ardhanarisvara (Śiva and Parvati joined). Standing on lotus throne, the differing characteristics have been subtly indicated in details such as the single female breast, the different earrings and the differential pleating of the 'dhoti' - the male side (right) terminates with a zig-zag motif, while the female side sweeps away gracefully from the centre line. Made of gilded bronze, inlaid with turquoise and a precious stone (perhaps ruby).; ",,,,,,,,17thC,Made in: Kathmandu Valley,Found/Acquired: Nepal,bronze; gemstone; gold,,,gilded; inlaid,"5.70 inches; ",,"Blurton 1992:
In matters of religion, the Nepalese have often displayed a remarkable degree of syncretism. This conjoined image is in keeping with this spirit.",Blurton 1992 / Hindu Art; Menzies 2006 / Goddess. Divine Energy; Parkinson 2013 / A little gay history. Desire and diversity across the world,"On display (Gallery 33, Display Case 58b, Section 1)",,,hindu deity,Representation of: Viṣṇu;  Representation of: Lakṣmī,,,,Donated by: D R Hay-Neave,,,Donated by: D R Hay-Neave,1956,,,Asia,,"1956,1210.7",,,
https://media.britishmuseum.org/media/Repository/Documents/2019_2/19_11/b6b8c2d3_bbc7_44b7_9b85_a9f900bcb6b1/preview_PS270071.jpg,figure (object name),"No: Optional[1973,0514.2]",,,,"A figure of  Mañjuśrī seated on a lotus throne, holding a sword above his head in his right hand and a palm-leaf book in his left. Made of bronze with silver, copper and  turquoise inlay.; ",,Pala,,,,,Pala,12thC,Made in: India (Eastern),Found/Acquired: India (Eastern),bronze; copper; silver; turquoise,,,cast; inlaid,"11.00 centimetres; ",,"Zwalf 1985
The Bodhisattva Mañjuśrī became popular in developed Buddhism and his cult spread to China and to Nepal, a country of which he is in a sense patron. Known also as prince or youth, he is the god of wisdom, and his usual attributes are the sword to cleave ignorance, and the oblong object in his left hand, the palm-leaf book equated with the text of the Perfection of Wisdom. The exceptional preservation of this image must be due to its export in antiquity to Tibet.","Koezuka (1994) / Masterpieces of Buddhist and Hindu Art from the British Museum; Willis 1998 / Eastern India, Sixth to Twentieth Century; Willis 1999 / Tibet: Life, Myth and Art; von Schroeder 1981 / Indo-Tibetan Bronzes; Zwalf 1981 / Heritage of Tibet; Zwalf & Oddy 1981 / Aspect of Tibetan Metallurgy; Zwalf 1985 / Buddhism: Art and Faith","On display (Gallery 33, Display Case 58a, Section 1)","Exhibited:
Buddhism: Art and Faith (BM 1985)
1994, Kyoto National Museum, Masterpieces of Buddhist and Hindu Sculpture from the British Museum
1994, Tokyo, Tobu Museum of Art, Masterpieces of Buddhist and Hindu Sculpture from the British Museum",,bodhisattva,Representation of: Mañjuśrī/Wenshu/Monju,,,,Purchased from: Spink & Son Ltd,Funded by: Brooke Sewell Permanent Fund,,Purchased from: Spink & Son Ltd,1973,,,Asia,,"1973,0514.2",,,
https://media.britishmuseum.org/media/Repository/Documents/2014_11/12_21/ac43ee92_a7c9_44f8_99fa_a3e101684f9a/preview_00135131_001.jpg,figure (object name),"No: Optional[1991,0719.1]",,,,"Bronze seated figure of the Bodhisattva Guanyin, with both hands clasped around the left knee. Inscribed. Made of cast bronze.; ",,,,,,,Yuan dynasty,1339 (Dated.),,Found/Acquired: China,bronze,,,cast,"36.00 centimetres; ","Inscription type: inscription Inscription position: Back of shoulders Inscription language: Chinese Inscription script: Chinese Inscription quoted: 後至元已卯,曾□丘智淨抽資造七寶觀音,直頂奉,直至恭成佛道 Inscription translation: In the 5th year of Zhi Yuan, Zeng [unclear character] and the Monk Zhijing spared funds to make a Seven Treasures Bodhisattva Guanyin to be worshipped until they will sincerely achieve the goal of Buddhist practice. Inscription note: The inscription gives the date and records its offering by a monk, Zhijing, in his search for enlightenment.; ","Rawson 1992:
The Mongol dynasty, the Yuan (1279-1368), patronised foreigners in the search for orthodox teachings in all aspects of government. Religion, particularly Buddhism, was an aspect of good government. The Mongols are said to have employed sculptors from Nepal, who introduced Nepalese and Tibetan forms of architecture and sculpture. The heavy sculptures of the Song dynasty were supplemented by a new and more elegant figure style, as can be seen in this bronze seateed Bodhisattva. The deeply curved body and lightly flowing drapery provide a sense of movement missing from earlier sculptures. Indeed, the contrast is evident in the difference in form and atmosphere in BM 1985.0726.1.","Rawson 1992 / The British Museum Book of Chinese Art; Cowell, et al. 2003 / A Study of Later Chinese Metalwork",Not on display,,,bodhisattva,Representation of: Avalokiteśvara/Guanyin/Kannon,,,,Purchased from: Sydney L Moss Ltd,,,Purchased from: Sydney L Moss Ltd,1991,,,Asia,,"1991,0719.1",,,
https://media.britishmuseum.org/media/Repository/Documents/2018_11/6_17/5f254e6d_e334_4f76_a795_a9900123f0aa/preview_11.jpg,figure (object name),"No: Optional[1948,0716.25]",,,,"Figure (goddess Durgā as Ugracaṇḍā) with 16 arms. Flanked by Chamunda and Kaumari. Made of gilded bronze; also carved wood. Inscribed metal base; inscription written in 4 parts in Newārī.; ",,,,,,,,18thC-19thC,,Found/Acquired: Nepal,bronze; wood; gold,,,gilded; carved,,"Inscription type: inscription Inscription position: Left hand side of base Inscription quoted: 1)	siddhaṃ (shown as a symbol) śrī 3 viśvaka
2) 	lmāsta tāṃva
3) 	kāra ruvuchu
4) 	riṃ putra jayachu
5) 	riṃ nihmasyanaṃ
6) 	dohorapā ju
7) 	ro || ete puṃṇya
8) 	na jajamāna
9) 	sya śubhamastu ||; Inscription type: inscription Inscription position: Single line on metal base below the central figure; left hand side Inscription quoted: siddhaṃ (shown as a symbol) śrī 3 viśvakalmāsta tāṃmbakāra kṛṣṇadeva rakṣmidhla bhātṛsaha; Inscription type: inscription Inscription position: Single line on metal base below the central figure Inscription quoted: na duṃntā juro ete puṇyana jana dhana santāna vṛddhirastu ll śubha ll; Inscription type: inscription Inscription position: right hand side of metal base Inscription quoted: 1)	siddhaṃ (shown as a symbol) śrī 3 viśva
2)	kalmā priti
3)	na hmaṃ 10 sya
4)	na dohorapā
5)	juro ll śubha ll; ","The inscriptions on the metal base document how the figure of Ugracaṇḍā was donated to the temple of Viśvakarmā by a series of individuals. The inscription on the left side, firstly, mentions Ruvuchuriṃ Tamrakar and his son Jayachuriṃ as donors. The record expresses the hope that the merit of the work should come to them and that it should be auspicious. The top line of the inscription mentions the donors Kṛṣṇadeva Tamrakar and his brother Lakṣmīdhar (written as Rakṣmidhla). The second portion of the top line calls for an inscrease of wealth and offspring. Finally, the inscription on the right side mentions that 10 people shared in the donation to Viśvakarmā.
Photograph of the entrance to the Viśvakarmā temple, tympanum with Ugracaṇḍā can be seen here: http://doi.org/10.5281/zenodo.2553277","Tamot (Tamrakar), Kashinath et al., 2016 / Yala Ikhāyā Viśvakarmā lāgāyā abhilekha adhyayana prativedana (= Report on the study of inscriptions in the vicinity of Viśvakarmā of Ikhā, Pātan). Report submitted by Coordinator Tamot of Inscriptions study sub-committee to Conservation Committee of Mother Ugracaṇḍī-lineage diety of Tamrakar, Jawalakhel on 18 June 2014. Appendix: An Introduction to Viśvakarmā of Ikhā, Patan.; van Schaik et al 2021 / Precious Treasures from the Diamond Throne: Finds from the Site of the Buddha's Enlightenment",Not on display,,,deity,Representation of: Durgā (Representation of Durgā as Ugracaṇḍā);  Representation of: Cāmuṇḍā (Chamunda),,,,Bequeathed by: Harry Geoffrey Beasley,,Field Collection by: Cranmore Ethnographical Museum,Bequeathed by: Harry Geoffrey Beasley,1948,,,Asia,,"1948,0716.25",Miscellaneous number: 1944 (1944),,
